# STATUS OF EVERY PROBED MACRO.  The score is over STATUSES, never over the
# arms that happen to survive.
#
#   UNCONVERTED        scored by macro-probe.sh (INT/STR/EXP).  Absence of the
#                      macro from both bases scores FAIL, not "absent".
#   CONVERTED_SUPPLY   routed through a targetm hook, but the back end still
#                      spells the macro -- that IS how it supplies the hook.
#                      Keeps its header arm AND gains a TAB arm; both scored.
#   CONVERTED_CDATA    a (c-DATA) macro: the NAME survives and is still spelled
#                      everywhere, but defaults.h redirects it to a per-config
#                      slot, so in BOTH bases' header contexts it now expands to
#                      the same target-neutral text.  The header arm therefore
#                      stops measuring the macro's VALUE and starts reporting
#                      agreement about the redirect -- which flipped four
#                      aarch64 arms FAIL -> PASS for entirely the wrong reason
#                      on the first Stage 2 run.  So the header arm is RETIRED
#                      and the TAB arm is mandatory, by the same mechanical
#                      check as CONVERTED_GONE.  This status exists because the
#                      original two covered arms that DISAPPEAR and not arms
#                      that turn green.
#   CONVERTED_REGS     the register-vocabulary form of CONVERTED_CDATA, and it
#                      exists for the same reason: three aarch64 arms flipped
#                      FAIL -> PASS when ecad6abf6ae landed, and every one of
#                      those passes said only "both header contexts now agree
#                      that this name is target-neutral".
#                        FIRST_PSEUDO_REGISTER and N_REG_CLASSES became the
#                      compile-time UNION width, which is DELIBERATELY the same
#                      number in every consumer translation unit -- it is the
#                      layout of target_hard_regs/target_regs/target_ira/
#                      target_ira_int.  REGNO_REG_CLASS became a call through
#                      targetm_regs.  In all three cases the per-base fact moved
#                      to a RUN-TIME datum, so the header probe cannot see it
#                      any more and its agreement is not evidence of anything.
#                      Header arm RETIRED, TAB arm mandatory, by the same
#                      mechanical check as CONVERTED_GONE.
#                        The status is separate from CONVERTED_CDATA because the
#                      two are checked differently: CONVERTED_CDATA's redirect
#                      is `#define M (targetm_cdata.', this one's is a read of
#                      MULTI_TARGET_UNION_* or of targetm_regs.  One status
#                      covering both would need a completeness check that
#                      accepted either, i.e. one that is satisfied by the wrong
#                      redirect.
#   CONVERTED_GONE     routed through a hook and the macro is deleted from the
#                      back ends.  The header arm is retired and a TAB arm
#                      MUST exist in tab-probe.sh, or macro-probe.sh aborts.
#
# A macro may move UNCONVERTED -> CONVERTED_* only in the same change that adds
# its TAB arm.  macro-probe.sh enforces that mechanically against
# tab-probe.sh's TAB_MACROS line; it is not an invariant anyone has to remember.
#
# ---------------------------------------------------------------------------
# THIRTEEN MACROS BELOW SAY `UNCONVERTED' AND HAVE ALREADY BEEN CONVERTED.
# READ THIS BEFORE CONVERTING ANY OF THEM AGAIN.
#
# #108's six  STACK_BOUNDARY  PREFERRED_STACK_BOUNDARY  STACK_SLOT_ALIGNMENT
#             MINIMUM_ALIGNMENT  OUTGOING_REG_PARM_STACK_SPACE
#             FUNCTION_ARG_REGNO_P
# #123's four INCOMING_STACK_BOUNDARY  MAX_STACK_ALIGNMENT
#             MAX_SUPPORTED_STACK_ALIGNMENT  SUPPORTS_STACK_ALIGNMENT
# #124's two  ELIMINABLE_REGS  INITIAL_ELIMINATION_OFFSET
# #125's one  Pmode
#
# `Pmode' IS THE OPTION-DEPENDENT KIND, LIKE #123's FOUR: i386's is
# `(ix86_pmode == PMODE_DI ? DImode : SImode)', so there is no constant for
# `tab-probe.sh' to read out of the running cc1 and it stays UNCONVERTED until
# it has a TAB arm.  Its run-time evidence is in `scratchpad/t125-guards.sh'.
#
# AND ITS HEADER ARM IS EXPECTED TO FLIP GREEN FOR A FOURTH WRONG REASON, which
# is worth naming because it is not the base-B redirect one.  `Pmode' resolves
# to DImode for BOTH configured bases.  So the header arm compared EQUAL VALUES
# even BEFORE the conversion, and it will keep doing so after: it has never
# been able to see this leak at all.  The leak was that shared code got
# SImode -- the primary's UNCONFIGURED DEFAULT, which is neither base's answer
# and appears in neither base's header context.  Retire it; do not read a pass
# here as the conversion working.
#
# #124's PAIR IS NOT LIKE THE OTHER TEN AND MUST NOT BE READ AS ONE OF THEM.
# `INITIAL_ELIMINATION_OFFSET' is redirected in the usual way and is
# unreadable by the header probe for the usual reason.  `ELIMINABLE_REGS' is
# POISONED, not redirected -- it is a brace initialiser, so there is no
# run-time spelling to point it at, and its eight consumers were rewritten to
# walk `mt_num_eliminable_regs ()' / `mt_eliminable_from' / `mt_eliminable_to'
# instead.  A header arm on it therefore reads a poison identifier in shared
# context and its own real table in a base context; if the next probe run
# reports anything at all for it, that is the poison being compared, never a
# value.  It is a THIRD wrong-reason shape, distinct from the redirect-vs-
# itself one, and it wants retiring on sight.
#
# All ten are redirected by `defaults.h' to `mt_*' calls and supplied per base
# from `target-cumargs.cc' (see `target-frame.h').  They are still recorded
# UNCONVERTED here ON PURPOSE, and it is the rule above doing its job rather
# than an oversight: a TAB arm is mandatory for any CONVERTED_* status, and
# `tab-probe.sh's harness reads CONSTANTS out of the running cc1.  These ten
# are CALLS -- four of #108's take arguments, and #123's four vary with option
# state -- so there is nothing for that harness to read, and inventing a
# status without an arm would be banking a pass.
#
# Their header arms are ALSO not evidence, in the direction that looks like
# good news: the probe's base-B context does not define
# MULTI_TARGET_TARGETM_BASE, so `defaults.h' redirects BOTH sides and the arm
# compares a redirect with itself.  That is why PRINCIPLES says never to quote
# aarch64's raw 8.  #123's four will do the same to four more arms the next
# time the probe runs -- a WRONG-REASON flip, to be retired and not banked.
#
# The real both-sided evidence for all ten is at run time on the linked `cc1':
#   #108  scratchpad/t108-evidence.sh   (object level)
#   #123  scratchpad/t123-guards.sh     (gdb on the running cc1, ARM 2)
#   #124  scratchpad/t124-guards.sh     (gdb on the running cc1, ARM 2:
#                                        pair 0 is 65 -> 31 for aarch64 and
#                                        16 -> 7 for x86_64)
# ---------------------------------------------------------------------------
REVERSIBLE_CC_MODE UNCONVERTED
SELECT_CC_MODE UNCONVERTED
SET_RATIO UNCONVERTED
SETUP_FRAME_ADDRESSES UNCONVERTED
SHIFT_COUNT_TRUNCATED CONVERTED_CDATA
SIZE_TYPE CONVERTED_CDATA
SLOW_BYTE_ACCESS UNCONVERTED
STACK_BOUNDARY UNCONVERTED
STACK_CHECK_FIXED_FRAME_SIZE CONVERTED_CDATA
STACK_CHECK_MAX_FRAME_SIZE CONVERTED_CDATA
STACK_CHECK_MOVING_SP UNCONVERTED
STACK_POINTER_REGNUM UNCONVERTED
STACK_SAVEAREA_MODE UNCONVERTED
STACK_SIZE_MODE UNCONVERTED
STACK_SLOT_ALIGNMENT UNCONVERTED
STORE_MAX_PIECES UNCONVERTED
STRICT_ALIGNMENT CONVERTED_CDATA
SUPPORTS_STACK_ALIGNMENT UNCONVERTED
TARGET_HAS_FMV_TARGET_ATTRIBUTE UNCONVERTED
TARGET_PTRMEMFUNC_VBIT_LOCATION UNCONVERTED
TRAMPOLINE_ALIGNMENT UNCONVERTED
TRAMPOLINE_SIZE CONVERTED_CDATA
UNITS_PER_WORD UNCONVERTED
VECTOR_STORE_FLAG_VALUE UNCONVERTED
WCHAR_TYPE CONVERTED_CDATA
WORDS_BIG_ENDIAN CONVERTED_CDATA
